,business_id,name,type,city,fulladdress,state,stars,Weighted_stars,userreviewcount,Business_ReviewCount,pricerange,waiterservice,wheelchairaccessible,hastv,alcohol,takeout,attire,goodforkids,goodfordancing,goodforgroups,parking,goodforfood,ambience,music
20,11767,4077,4,85,2602,5,7,4,1,37,1,3,2,3,4,3,1,3,1,3,1,1,0,0
21,23935,4379,4,85,428,5,5,2,16,388,2,3,3,3,3,3,1,3,1,3,1,2,1,0
22,37260,3125,4,8,5221,5,7,3,4,600,1,2,1,2,4,3,1,3,1,3,0,1,1,0
23,32720,3338,4,58,845,5,4,4,1,539,1,1,1,2,2,3,1,3,1,1,0,0,0,0
24,9303,847,4,84,6685,5,5,2,13,237,2,3,3,2,1,3,1,3,1,3,1,1,1,0
25,76096,856,4,84,2961,4,6,4,4,37,1,3,3,3,4,3,1,3,1,3,0,0,0,0
26,57459,4125,4,20,2054,4,7,3,53,614,2,3,3,2,1,3,1,3,1,3,2,1,1,0
27,68901,889,4,20,671,7,3,3,1,258,1,1,1,1,2,1,2,2,1,1,0,0,0,0
28,36978,1423,4,20,3135,7,3,2,11,120,1,3,1,2,4,3,1,3,1,3,1,3,1,0
29,40411,5143,4,20,4948,7,6,4,3,495,1,2,1,2,4,3,1,3,1,2,0,1,0,0
30,20432,1984,4,20,1789,7,6,3,26,546,1,3,3,3,4,3,1,3,1,3,1,1,1,0
31,34937,4387,4,20,97,4,7,3,20,432,1,3,3,2,4,3,1,3,1,3,1,1,1,0
32,7618,3314,4,20,5377,4,5,2,31,11,2,3,3,3,3,3,1,3,1,3,1,1,1,0
33,58021,302,4,20,4196,2,7,3,66,603,2,3,3,3,3,3,1,3,1,3,1,1,1,0
34,57457,867,4,20,4754,2,4,4,1,495,2,2,1,2,4,3,1,3,1,3,0,0,0,0
35,42467,837,4,20,5174,4,4,3,6,70,1,2,3,2,4,3,1,2,1,2,0,0,0,0
36,5648,5142,4,20,4610,4,3,1,5,571,1,1,1,1,4,3,1,3,1,2,0,0,0,0
37,6170,4879,4,20,2033,7,6,2,1,258,1,1,1,2,2,3,1,3,1,3,0,0,0,0
38,33813,5080,4,20,276,7,7,4,37,592,2,3,3,2,3,3,1,3,1,3,1,2,1,0
39,53505,4617,4,20,5313,7,6,3,34,584,2,3,3,3,3,3,1,3,1,3,1,1,1,0
40,54566,2674,4,20,3693,7,4,2,9,120,1,2,3,3,4,3,1,3,1,2,0,1,0,0
41,56549,2667,4,20,6575,7,5,2,10,214,1,3,3,2,1,3,1,3,1,3,1,1,1,0
42,48495,371,4,20,1434,7,8,4,11,225,1,3,3,2,4,3,1,3,1,3,1,1,1,0
43,8600,902,4,20,720,7,6,4,4,81,1,3,1,2,1,3,1,3,1,3,0,0,0,0
44,32033,865,4,36,5818,7,6,3,1,495,1,3,3,1,4,3,1,3,1,2,0,0,0,0
45,63621,2759,4,59,4295,4,6,3,7,600,1,2,3,2,4,3,1,3,1,3,0,0,0,0
46,59216,2111,4,65,1875,4,5,2,21,445,2,3,3,2,3,3,1,3,1,3,1,1,1,0
47,44649,909,4,65,5417,4,4,2,4,81,1,3,3,2,2,3,1,3,1,3,1,2,1,0
48,40623,838,4,65,6123,4,5,2,11,347,2,2,1,2,4,3,1,3,1,3,0,1,0,0
49,68756,1788,4,65,2515,5,6,4,2,37,1,1,3,1,2,3,1,3,1,3,0,0,0,0
50,5759,3340,4,101,6417,5,6,5,1,70,1,3,1,3,1,3,1,1,1,1,0,0,0,0
51,46456,764,4,101,6652,5,5,2,2,108,1,2,2,2,4,3,1,3,1,2,0,2,1,0
52,9513,3408,4,101,1943,5,4,4,1,258,5,3,1,1,2,3,1,1,1,1,0,0,0,0
53,50378,1546,4,56,3832,5,6,3,9,269,1,2,3,2,4,3,1,3,1,3,0,2,0,0
54,72318,908,4,56,1446,5,6,3,5,170,1,2,3,3,4,3,1,2,1,2,1,2,0,0
55,13871,1910,4,56,1384,7,7,4,4,571,1,2,1,3,4,3,1,3,1,3,0,0,0,0
56,64152,866,4,56,4174,5,5,2,4,37,1,2,1,1,4,3,1,3,1,3,0,0,0,0
57,5143,4459,4,68,4681,5,4,3,2,600,1,2,1,2,4,3,1,3,1,3,0,1,0,0
58,67036,1539,4,108,1521,5,7,4,8,214,1,2,3,2,4,3,1,3,1,2,1,2,0,0
59,10410,1426,4,18,3687,5,6,3,13,309,1,2,3,2,4,3,1,3,1,3,1,1,1,0
60,56280,2786,4,18,3647,5,6,3,23,408,2,2,3,2,4,3,1,3,1,3,1,1,1,0
61,62749,1998,4,18,4973,7,6,3,17,269,1,2,2,2,4,3,1,2,1,2,1,1,1,0
62,43653,3409,4,18,1908,7,7,3,17,399,2,3,3,2,3,3,1,3,1,3,1,2,1,0
63,39886,3339,4,18,1783,7,6,3,2,539,1,2,1,2,4,3,1,3,1,3,0,1,0,0
64,39137,3627,4,18,919,4,6,3,13,408,2,3,3,2,1,3,1,3,1,3,1,2,1,0
65,54924,3133,4,82,6065,5,7,2,8,120,2,3,1,2,4,3,1,3,1,3,0,0,0,0
66,73547,1778,4,82,979,5,6,3,52,609,1,3,3,3,1,3,1,3,1,3,1,1,1,0
67,74036,4314,4,82,6768,5,6,3,73,140,2,3,3,3,3,3,1,3,1,3,2,1,1,0
68,14325,671,4,82,2466,5,4,3,7,22,1,3,3,1,4,3,1,3,1,2,0,0,1,0
69,1305,851,4,82,2823,5,7,3,124,279,2,3,3,2,1,3,1,3,1,3,2,1,1,0
70,43819,2333,4,82,2821,6,6,3,10,94,1,2,1,2,4,3,1,3,1,3,0,0,0,0
71,18810,2623,4,82,2642,6,6,3,36,519,1,2,1,3,4,3,1,3,1,3,1,1,1,0
72,64900,3136,4,82,2234,6,5,3,27,326,1,3,3,2,4,3,1,3,1,3,1,1,1,0
73,6452,904,4,82,2576,7,7,3,27,14,2,3,3,3,3,3,1,3,1,3,1,2,1,0
74,47098,3339,4,82,3540,7,4,1,5,120,1,2,1,2,4,3,1,3,1,3,0,0,0,0
75,43831,1140,4,82,3020,7,7,3,86,79,2,3,3,2,3,3,1,3,1,3,1,2,1,0
76,59343,1736,4,82,3032,7,4,1,9,170,1,2,1,2,4,3,1,3,1,2,1,2,1,0
77,14423,3404,4,82,3924,7,6,2,36,583,2,2,1,2,1,3,1,3,1,3,1,2,1,0
78,17999,2599,4,82,3632,7,6,3,19,471,2,3,3,2,3,3,1,3,1,3,1,1,1,0
79,68820,3339,4,82,5458,3,5,3,2,54,1,2,1,2,4,3,1,3,1,3,0,0,0,0
80,52866,3404,4,82,5747,3,5,2,16,288,1,2,1,2,1,3,1,3,1,3,1,1,1,0
81,26765,4250,4,82,575,3,7,4,33,609,2,3,3,2,1,3,1,3,1,3,1,1,1,0
82,51855,294,4,82,5825,6,5,2,11,214,1,3,3,2,4,3,1,3,1,3,1,1,0,0
83,16138,1547,4,82,3250,6,6,3,58,65,2,3,3,2,3,3,1,3,1,3,1,2,1,0
84,76616,296,4,82,4421,6,5,3,37,595,2,3,3,3,3,3,1,3,1,3,1,2,1,0
85,52683,3139,4,82,692,6,6,4,11,278,1,2,1,2,4,3,1,3,1,3,0,1,1,0
86,66955,3339,4,82,6334,6,6,4,2,108,1,1,1,2,4,3,1,3,1,3,0,1,0,0
87,49578,1230,4,82,6025,6,7,3,44,577,1,3,3,2,4,3,1,3,1,3,1,1,1,0
88,17776,3339,4,82,254,6,5,3,3,539,1,2,1,2,4,3,1,3,1,3,0,0,0,0
89,1942,2598,4,82,245,6,7,3,9,445,1,3,3,2,3,3,1,3,1,3,1,1,1,0
90,56289,3339,4,82,3553,7,6,4,1,600,1,2,1,2,4,3,1,3,1,3,0,0,1,0
91,66763,1759,4,82,4160,7,6,3,18,366,2,3,3,2,3,3,1,3,1,3,1,1,1,0
92,23820,1728,4,82,841,7,3,2,23,388,1,2,3,2,4,3,1,3,1,2,1,1,0,0
93,41850,2575,4,82,2328,7,5,2,12,347,1,3,3,2,4,3,1,3,1,3,1,2,1,0
94,41385,1239,4,82,875,7,7,3,43,23,2,3,3,2,3,3,1,3,1,3,1,1,1,0
95,65807,5224,4,82,2744,7,3,1,9,157,2,3,3,3,4,3,1,3,1,2,1,2,0,0
96,40301,5083,4,82,4220,5,6,3,16,460,1,2,3,3,4,3,1,3,1,3,1,1,0,0
97,16882,5152,4,82,458,5,7,4,30,509,1,3,1,2,1,3,1,3,1,3,2,1,1,0
98,39778,3142,4,82,4847,5,4,2,4,431,1,2,1,3,4,2,1,3,1,3,0,0,0,0
99,38192,4399,4,82,1425,5,6,4,15,316,1,2,1,2,4,3,1,3,1,2,1,2,1,0
100,48542,5156,4,82,4578,5,8,3,2,539,1,1,1,2,2,3,1,3,1,3,0,0,0,0
101,54795,673,4,82,5506,5,6,3,16,337,1,3,3,3,4,3,1,3,1,3,1,1,1,0
102,55891,892,4,82,4180,7,7,3,10,248,1,3,3,2,4,3,1,3,1,3,1,1,1,0
103,8564,3340,4,82,4204,7,7,4,28,546,1,3,3,3,3,3,1,3,1,3,1,2,1,0
104,29551,3969,4,82,4324,7,6,3,30,7,1,2,3,3,4,3,1,3,1,3,1,1,1,0
105,26268,3036,4,82,3825,7,7,4,22,464,2,3,3,2,3,3,1,3,1,3,1,2,1,0
106,7651,3339,4,82,1972,7,6,3,4,37,1,2,1,2,4,3,1,3,1,3,0,1,0,0
107,65214,4028,4,2,3207,7,6,3,39,560,2,3,3,3,3,3,1,3,1,3,1,2,1,0
108,68091,4505,4,64,1864,4,8,4,22,445,1,2,3,2,4,3,1,3,1,3,1,1,1,0
109,13121,369,4,64,417,4,6,3,43,592,2,3,3,2,1,3,1,3,1,3,1,1,1,0
110,3056,855,4,64,1697,4,9,5,4,539,1,1,1,1,2,3,1,3,1,3,0,1,0,0
111,58134,4312,4,64,416,4,6,3,9,237,1,3,3,2,4,3,1,3,1,3,1,2,0,0
112,21396,1732,4,64,451,4,6,3,11,278,1,3,3,2,1,3,1,3,1,3,1,1,1,0
113,52092,1744,4,64,2535,3,7,4,36,48,2,3,3,2,1,3,1,3,1,3,1,2,1,0
114,60941,3126,4,64,614,3,2,1,5,70,1,2,3,2,4,3,1,3,1,3,0,0,0,0
115,37890,5204,4,64,621,3,7,4,40,477,1,2,3,3,4,3,1,3,1,3,1,1,1,0
116,6775,385,4,64,1652,3,7,3,4,54,1,3,3,2,4,3,1,3,1,3,1,1,0,0
117,53642,1756,4,64,6090,6,7,4,15,445,1,3,3,2,1,3,1,3,1,3,1,1,1,0
118,35110,809,4,64,6452,7,6,3,20,388,1,3,3,3,4,3,1,3,1,3,1,1,1,0
119,60735,1733,4,3,253,7,4,2,8,146,1,3,1,2,4,3,1,3,1,3,1,2,2,0
120,33093,399,4,16,4565,7,7,3,14,381,1,3,3,2,1,3,1,3,1,3,1,1,1,0
121,37373,2689,4,16,819,7,6,4,12,316,2,3,3,3,1,3,1,3,1,3,1,2,1,0
122,5419,870,4,16,677,7,6,3,1,495,1,2,1,1,1,1,2,3,1,3,0,0,0,0
123,76030,3667,4,19,2078,7,6,3,41,550,1,2,3,2,4,3,1,3,1,3,1,2,2,0
124,38874,906,4,19,2829,6,6,2,17,527,1,2,3,2,4,3,1,3,1,3,1,2,1,0
125,74982,592,4,19,1899,6,5,2,72,82,2,3,3,2,3,3,1,3,1,3,1,1,1,0
126,41038,4832,4,19,1897,6,7,3,83,64,1,2,3,3,4,3,1,3,1,3,1,1,1,0
127,63750,1091,4,19,1669,6,6,2,81,130,2,3,3,2,4,3,1,3,1,3,1,1,1,0
128,56184,3315,4,19,6752,6,6,2,41,30,2,3,3,3,3,3,1,3,1,3,1,1,1,0
129,68592,3404,4,19,5556,6,6,3,37,560,1,3,3,2,1,3,1,3,1,3,1,1,1,0
130,64123,3612,4,19,5094,4,7,4,7,37,1,3,1,2,4,3,1,3,1,3,0,1,0,0
131,14847,2020,4,34,26,4,7,3,3,539,1,3,1,2,4,3,1,3,1,2,0,0,0,0
132,26028,5147,4,40,5762,4,6,4,8,170,1,2,3,3,4,3,1,3,1,3,1,1,1,0
133,40859,886,4,40,3508,4,7,3,13,298,1,3,3,2,4,3,1,3,1,3,1,1,0,0
134,17302,216,4,100,169,5,7,3,19,460,1,3,3,2,4,3,1,3,1,2,1,1,1,0
135,15945,875,4,93,5428,5,6,3,16,316,1,2,3,3,4,3,1,3,1,3,1,1,0,0
136,15637,2049,4,93,869,5,6,3,44,502,1,2,1,3,4,3,1,3,1,3,1,1,1,0
137,31765,1552,4,93,1333,8,6,3,73,129,2,3,3,3,3,3,1,3,1,3,1,1,1,0
138,49688,3618,4,93,5708,8,6,3,38,586,1,3,3,3,4,3,1,3,1,3,1,1,1,0
139,69477,2272,4,93,6606,8,6,3,22,366,2,3,3,2,3,3,1,3,1,3,1,2,0,0
140,18631,3404,4,93,3065,8,5,3,7,248,2,2,1,2,1,3,1,3,1,3,1,1,0,0
141,10529,4013,4,93,3220,6,6,3,30,464,2,3,1,2,3,3,1,3,1,3,1,1,1,0
142,65139,800,4,37,1358,6,5,3,7,146,1,3,1,3,1,3,1,3,1,3,1,1,1,0
143,26248,3541,4,104,3111,6,5,2,13,393,1,3,3,2,4,3,1,2,1,2,1,1,1,0
144,30994,3339,4,104,4395,6,3,2,3,258,1,1,1,1,4,3,2,1,1,1,0,0,0,0
145,20084,5187,4,104,3006,6,7,3,48,76,2,2,3,3,4,3,1,3,1,3,1,1,1,0
146,66208,2065,4,104,6041,6,6,2,19,477,1,2,3,3,4,3,1,3,1,3,1,1,1,0
147,72592,1742,4,104,3099,6,6,2,21,542,1,2,3,3,4,3,1,3,1,3,1,1,1,0
148,69700,3727,4,104,6448,6,3,1,7,54,1,2,1,1,4,3,1,1,1,3,0,0,0,0
149,40953,5187,4,104,5805,5,7,3,30,616,2,2,3,3,4,3,1,3,1,3,1,1,1,0
150,14228,3339,4,40,5816,5,3,1,1,600,1,2,1,1,4,3,1,2,1,3,0,0,0,0
151,65386,4459,4,40,352,5,5,3,18,445,1,3,3,3,4,3,1,3,1,3,1,1,1,0
152,49046,5177,4,40,2377,5,7,3,25,16,1,3,3,3,1,3,1,3,1,3,1,1,1,0
153,20436,1789,4,41,4205,5,7,3,13,381,1,3,1,2,1,3,1,3,1,3,1,1,1,0
154,70952,944,4,41,3897,4,5,2,7,81,1,3,3,2,4,3,1,3,1,3,1,1,0,0
155,27478,890,4,41,5294,4,6,3,5,170,1,3,3,3,3,3,1,3,1,3,1,1,0,0
156,47288,1754,4,41,4862,5,6,3,8,248,1,2,3,3,4,3,1,3,1,3,0,2,1,0
157,9804,1739,4,41,4897,5,6,3,17,298,1,3,3,3,3,3,1,3,1,3,1,1,1,0
158,70875,56,4,41,1871,5,6,3,42,12,1,3,3,3,1,3,1,3,1,2,1,1,1,0
159,16339,3339,4,41,1798,5,7,3,5,37,1,2,3,2,4,3,1,3,1,3,1,1,1,0
160,76257,3404,4,41,1799,5,5,3,25,560,2,2,1,2,1,3,1,3,1,3,1,1,1,0
161,514,293,4,41,5283,6,6,3,19,502,2,3,1,2,3,3,1,3,1,3,1,1,1,0
162,39413,3339,4,102,854,6,5,3,6,181,1,2,3,2,4,3,1,3,1,3,0,1,2,0
163,14424,839,4,81,6395,6,6,1,6,203,1,3,1,3,1,3,1,3,1,3,0,2,1,0
164,52212,4091,4,116,5081,5,7,5,2,94,1,3,1,2,3,3,1,3,1,3,0,1,1,0
165,21543,840,4,46,5783,5,6,3,17,464,1,2,3,3,4,3,1,3,1,2,1,1,1,0
166,65376,2590,4,46,1505,4,5,3,31,554,1,2,3,3,4,3,1,3,1,3,1,2,1,0
167,1131,898,4,46,5058,6,4,1,1,258,5,3,1,3,2,1,2,3,1,1,0,0,0,0
168,31566,301,4,46,4162,6,6,3,35,614,1,3,3,2,1,3,1,3,1,3,1,1,1,0
169,3532,1005,4,46,3521,6,5,3,13,375,1,3,3,3,1,3,1,3,1,3,1,2,1,0
170,37804,3404,4,46,749,6,6,3,20,601,2,2,3,2,1,3,1,3,1,3,1,1,1,0
171,61630,300,4,46,5291,6,6,3,46,104,1,3,3,2,1,3,1,3,1,3,1,1,1,0
172,2295,760,4,77,3544,6,6,3,9,146,2,2,1,2,4,3,1,3,1,2,1,0,1,0
173,24860,841,4,46,2492,6,6,2,22,375,2,2,3,3,4,3,1,3,1,2,1,1,1,0
174,62056,3339,4,46,2550,6,6,4,2,431,1,2,3,2,4,3,1,3,1,2,0,1,0,0
175,15445,635,4,51,3941,7,6,3,54,133,1,3,3,3,1,3,1,3,1,3,1,1,1,0
176,28644,3449,4,51,3646,7,6,3,571,134,2,3,3,2,1,3,1,3,1,3,1,1,1,0
177,52086,3731,4,51,4289,7,5,3,8,108,1,3,1,3,4,3,1,3,1,2,1,1,1,0
178,4327,3923,4,51,3794,5,3,1,147,331,2,3,3,2,4,3,1,3,1,3,1,2,1,0
179,44554,3339,4,51,4119,5,6,3,4,94,1,2,3,2,4,3,1,3,1,3,0,1,0,0
180,51751,1567,4,51,1801,5,7,3,67,95,2,3,3,2,1,3,1,3,1,3,1,2,1,0
181,44432,898,4,51,4120,4,4,2,16,326,1,3,1,2,4,3,1,3,1,3,1,1,1,0
182,65294,1152,4,51,3531,4,5,3,26,399,2,3,1,2,4,3,1,3,1,3,1,1,1,0
183,20379,930,4,51,2526,7,5,1,12,278,1,2,3,2,4,3,1,3,1,2,1,2,1,0
184,61411,1424,4,51,3796,7,3,1,35,38,2,3,3,2,1,3,1,3,1,3,1,1,1,0
185,75595,2273,4,51,4126,6,6,3,128,299,2,3,3,3,1,3,1,3,1,3,1,1,1,0
186,23499,3225,4,51,539,6,7,3,52,83,1,3,3,3,1,3,1,3,1,3,1,1,1,0
187,3541,885,4,51,5810,6,3,2,3,571,1,2,1,1,4,3,1,3,1,3,0,0,0,0
188,53176,564,4,51,6672,6,5,1,103,126,2,3,3,2,4,3,1,3,1,3,1,1,1,0
189,70387,868,4,51,5030,6,3,2,5,214,1,2,1,2,4,3,1,3,1,2,1,0,1,0
190,35761,3339,4,46,5175,6,5,2,4,120,1,2,1,2,4,3,1,3,1,3,0,0,0,0
191,13487,3339,4,51,3497,6,5,3,5,108,1,2,3,3,4,3,1,3,1,3,1,1,1,0
192,50340,1743,4,51,3093,6,7,4,39,60,1,3,3,2,1,3,1,3,1,3,1,2,1,0
193,67899,127,4,51,3492,6,6,3,21,496,2,3,3,3,3,3,1,3,1,3,1,1,1,0
194,8017,3339,4,51,4504,6,5,3,1,356,1,1,1,2,2,3,1,3,1,3,0,0,0,0
195,13476,3339,4,51,5817,6,4,1,3,94,1,2,1,3,4,3,1,3,1,3,0,1,0,0
196,11874,5221,4,51,5497,6,6,2,11,248,1,3,1,2,4,3,1,3,1,3,1,1,1,0
197,4372,2349,4,51,4914,6,6,3,122,186,2,3,3,2,1,3,1,3,1,3,1,1,1,0
198,44135,565,4,51,2280,6,5,2,97,154,2,3,3,2,3,3,1,3,1,3,1,1,1,0
199,58352,3339,4,51,1738,6,6,3,5,203,1,2,1,2,4,3,1,3,1,3,1,1,1,0
200,60443,3339,4,51,4522,7,7,4,3,70,1,2,1,3,4,3,1,3,1,3,0,1,0,0
201,56789,2784,4,51,5407,7,6,3,10,259,1,3,3,2,4,3,1,3,1,3,0,0,0,0
202,62845,4261,4,85,682,7,5,2,11,288,1,3,3,2,4,3,1,3,1,3,1,2,1,0
203,23432,2698,4,85,3594,7,5,3,131,264,1,3,3,2,4,3,1,3,1,3,1,1,1,0
204,67654,3285,4,85,4261,7,5,2,25,414,2,3,2,2,3,3,1,3,1,3,1,1,1,0
205,52287,1750,4,85,3340,6,5,3,6,269,1,3,1,2,4,3,1,3,1,3,1,1,1,0
206,16529,4312,4,85,639,6,5,2,24,445,1,2,2,3,4,3,1,3,1,3,1,1,1,0
207,19525,5191,4,85,3798,6,3,2,3,356,1,1,1,1,2,3,1,3,1,1,0,0,0,0
208,57195,2053,4,85,4882,6,7,3,65,90,2,3,3,2,4,3,1,3,1,3,1,1,1,0
209,20610,3132,4,85,2048,6,5,2,27,464,2,3,3,2,3,3,1,3,1,3,1,2,1,0
210,2224,911,4,85,4568,6,6,3,23,583,2,3,3,3,3,3,1,3,1,3,2,1,1,0
211,9343,4791,4,85,547,7,6,3,5,170,1,3,1,2,4,3,1,3,1,3,0,1,0,0
212,35493,5254,4,85,2553,7,7,3,1,356,2,3,1,2,4,3,1,3,1,3,0,0,0,0
213,1417,5085,4,85,2694,7,7,4,6,132,1,2,1,2,4,3,1,2,1,2,1,2,0,0
214,1273,2785,4,85,2866,6,5,3,12,316,2,3,3,2,4,3,1,3,1,3,1,1,1,0
215,19882,2885,4,48,2037,6,5,3,8,157,2,3,3,2,4,3,1,3,1,3,1,2,1,0
216,19675,763,4,85,6778,6,8,4,5,37,1,2,1,2,4,3,1,3,1,2,0,1,0,0
217,3340,1805,4,50,5003,6,5,2,1,539,1,3,1,1,4,3,1,3,1,2,0,0,0,0
218,52712,855,4,58,3341,6,4,3,1,431,2,1,1,1,2,3,2,2,1,1,0,0,0,0
219,67289,816,4,58,2907,6,4,2,2,600,1,2,1,1,4,3,1,3,1,2,0,0,0,0
220,51933,797,4,58,6592,6,7,4,4,54,1,3,3,2,4,3,1,3,1,3,1,1,0,0
221,68229,373,4,58,1537,6,6,3,4,70,1,2,1,2,4,3,1,3,1,3,1,2,0,0
222,47495,2005,4,20,1424,6,4,2,6,37,2,2,1,2,2,3,1,1,1,2,0,0,0,0
223,42095,2587,4,20,2934,6,2,1,1,431,5,1,1,1,2,1,2,1,1,1,0,0,0,0
224,22665,4996,4,20,2899,6,7,4,2,258,5,1,1,1,2,1,2,1,1,1,0,0,0,0
225,42400,4386,4,20,5677,6,6,3,14,347,1,2,3,2,4,3,1,3,1,2,1,1,1,0
226,48411,2486,4,20,1265,4,6,3,7,108,1,3,3,3,4,3,1,3,1,2,1,1,0,0
227,47760,4058,4,20,3923,7,4,2,36,423,2,3,3,3,3,3,1,3,1,3,1,1,1,0
228,41757,2066,4,20,6323,7,4,1,1,258,1,2,3,3,4,3,1,3,1,3,0,0,0,0
229,13241,1233,4,20,4087,7,5,2,14,214,2,3,3,2,2,3,1,3,1,3,1,1,0,0
230,7609,2008,4,20,4086,7,7,3,3,571,1,3,1,3,4,3,1,3,1,3,0,0,1,0
231,43873,1745,4,20,4792,7,6,3,2,258,1,2,1,2,4,3,1,3,1,3,0,0,0,0
232,26564,858,4,20,5980,7,7,4,7,600,1,2,1,2,4,3,1,3,1,3,0,0,0,0
233,24229,1577,4,20,6007,6,6,4,6,22,2,2,3,2,4,3,1,2,1,2,0,0,0,0
234,1904,907,4,20,6004,6,7,3,21,460,2,3,3,2,4,3,1,3,1,3,1,1,1,0
235,9848,857,4,20,6333,6,6,3,5,54,1,2,1,2,4,3,1,3,1,2,0,2,0,0
236,30502,1429,4,20,5676,6,4,2,3,356,1,2,1,3,2,3,1,3,1,3,0,0,0,0
237,22964,2026,4,20,6420,6,6,4,4,70,1,2,1,2,4,3,1,3,1,2,1,2,0,0
238,15220,4611,4,20,2827,6,4,1,4,1,1,1,1,3,4,3,1,3,1,3,0,0,0,0
239,35461,2669,4,20,3414,6,6,3,5,37,1,2,3,2,4,3,1,3,1,3,1,1,0,0
240,76836,3323,4,20,4636,6,4,2,3,571,1,2,1,3,4,3,1,3,1,2,1,0,0,0
241,43656,901,4,20,407,6,6,3,4,81,1,3,1,3,4,3,1,3,1,3,0,0,0,0
242,17464,3331,4,20,2038,6,5,2,4,1,1,3,1,3,4,3,1,3,1,3,0,0,0,0
243,13718,3836,4,20,6362,6,4,3,3,600,1,3,3,2,1,3,1,3,1,3,1,2,0,0
244,48644,2668,4,20,6199,5,6,3,10,108,1,2,3,3,4,3,1,3,1,2,1,2,0,0
245,23045,810,4,20,6055,5,3,2,20,269,2,2,3,3,4,3,1,3,1,2,1,2,1,0
246,31327,4772,4,20,485,5,5,2,5,94,1,2,3,3,4,3,1,3,1,3,2,1,0,0
247,2223,854,4,36,820,5,6,2,1,431,1,2,1,2,4,3,1,3,1,3,0,0,0,0
248,10894,1232,4,109,4928,5,5,4,3,54,1,2,3,3,4,3,1,3,1,2,1,2,0,0
249,64398,910,4,110,1876,5,6,2,5,37,2,3,1,2,4,3,1,3,1,3,1,1,0,0
250,23511,5071,4,56,4930,7,7,3,46,23,1,3,3,3,1,3,1,3,1,3,1,2,1,0
251,19535,766,4,56,4794,7,7,4,9,214,1,2,3,2,4,3,1,3,1,2,0,2,0,0
252,29632,764,4,33,2736,7,4,2,7,70,1,2,3,2,4,3,1,3,1,2,1,1,0,0
253,37938,1910,4,68,2322,7,6,4,2,37,1,2,1,3,4,3,1,3,1,3,1,2,1,0
254,37728,2010,4,56,1761,7,6,2,11,375,2,3,3,3,3,3,1,3,1,3,1,1,1,0
255,72162,2187,4,56,386,7,5,3,7,298,1,3,3,2,4,3,1,3,1,3,2,1,0,0
256,34550,3094,4,56,799,4,6,3,27,519,2,3,3,3,3,3,1,3,1,3,2,1,1,0
257,64662,765,4,56,5195,4,5,3,5,81,1,2,1,2,4,3,1,3,1,3,0,0,0,0
258,27645,1910,4,56,3866,4,6,3,2,70,1,2,1,3,4,3,1,3,1,3,1,1,1,0
259,61047,2037,4,108,369,7,5,2,6,146,1,2,3,2,4,3,1,3,1,2,0,0,0,0
260,1916,4083,4,82,2560,7,4,2,51,607,1,3,3,3,4,3,1,3,1,3,1,1,1,0
261,32453,2607,4,82,1249,7,8,3,5,37,1,2,1,2,4,3,1,3,1,2,1,1,1,0
